,Date,Usage (kWh),Cost ($),Hi,Low
516,2020-09-18 12:00:00,1.7,0.2,86,78
517,2020-09-18 13:00:00,1.6,0.2,86,78
518,2020-09-18 14:00:00,1.7,0.2,86,78
519,2020-09-18 15:00:00,2.0,0.24,86,78
520,2020-09-18 16:00:00,2.3,0.28,86,78
521,2020-09-18 17:00:00,1.6,0.19,86,78
522,2020-09-18 18:00:00,1.5,0.18,86,78
523,2020-09-18 19:00:00,1.2,0.15,86,78
524,2020-09-18 20:00:00,2.5,0.3,86,78
525,2020-09-18 21:00:00,2.0,0.25,86,78
526,2020-09-18 22:00:00,1.9,0.23,86,78
527,2020-09-18 23:00:00,1.8,0.22,86,78
528,2020-09-19 00:00:00,1.9,0.22,84,73
529,2020-09-19 01:00:00,1.8,0.21,84,73
530,2020-09-19 02:00:00,1.7,0.21,84,73
531,2020-09-19 03:00:00,1.8,0.22,84,73
532,2020-09-19 04:00:00,1.2,0.15,84,73
533,2020-09-19 05:00:00,1.2,0.14,84,73
534,2020-09-19 06:00:00,1.2,0.15,84,73
535,2020-09-19 07:00:00,1.1,0.13,84,73
536,2020-09-19 08:00:00,1.2,0.14,84,73
537,2020-09-19 09:00:00,1.5,0.18,84,73
538,2020-09-19 10:00:00,1.5,0.18,84,73
539,2020-09-19 11:00:00,1.5,0.19,84,73
540,2020-09-19 12:00:00,2.3,0.28,84,73
541,2020-09-19 13:00:00,1.9,0.23,84,73
542,2020-09-19 14:00:00,4.3,0.51,84,73
543,2020-09-19 15:00:00,2.9,0.35,84,73
544,2020-09-19 16:00:00,3.0,0.36,84,73
545,2020-09-19 17:00:00,2.5,0.3,84,73
546,2020-09-19 18:00:00,2.3,0.27,84,73
547,2020-09-19 19:00:00,2.3,0.28,84,73
548,2020-09-19 20:00:00,2.6,0.31,84,73
549,2020-09-19 21:00:00,2.1,0.25,84,73
550,2020-09-19 22:00:00,1.9,0.22,84,73
551,2020-09-19 23:00:00,1.7,0.21,84,73
552,2020-09-21 00:00:00,1.4,0.17,75,71
553,2020-09-21 01:00:00,0.9,0.11,75,71
554,2020-09-21 02:00:00,0.7,0.09,75,71
555,2020-09-21 03:00:00,0.8,0.09,75,71
556,2020-09-21 04:00:00,0.8,0.1,75,71
557,2020-09-21 05:00:00,0.8,0.09,75,71
558,2020-09-21 06:00:00,0.8,0.09,75,71
559,2020-09-21 07:00:00,0.8,0.09,75,71
560,2020-09-21 08:00:00,1.8,0.22,75,71
561,2020-09-21 09:00:00,1.6,0.2,75,71
562,2020-09-21 10:00:00,2.8,0.34,75,71
563,2020-09-21 11:00:00,1.8,0.22,75,71
564,2020-09-21 12:00:00,1.6,0.2,75,71
565,2020-09-21 13:00:00,1.6,0.2,75,71
566,2020-09-21 14:00:00,2.2,0.27,75,71
567,2020-09-21 15:00:00,1.6,0.2,75,71
568,2020-09-21 16:00:00,2.9,0.36,75,71
569,2020-09-21 17:00:00,1.7,0.2,75,71
570,2020-09-21 18:00:00,1.7,0.21,75,71
571,2020-09-21 19:00:00,2.2,0.27,75,71
572,2020-09-21 20:00:00,2.4,0.29,75,71
573,2020-09-21 21:00:00,2.8,0.34,75,71
574,2020-09-21 22:00:00,2.5,0.31,75,71
575,2020-09-21 23:00:00,1.2,0.14,75,71
576,2020-09-22 00:00:00,1.0,0.13,79,75
577,2020-09-22 01:00:00,1.0,0.13,79,75
578,2020-09-22 02:00:00,1.0,0.12,79,75
579,2020-09-22 03:00:00,1.0,0.12,79,75
580,2020-09-22 04:00:00,0.8,0.09,79,75
581,2020-09-22 05:00:00,1.5,0.18,79,75
582,2020-09-22 06:00:00,0.9,0.11,79,75
583,2020-09-22 07:00:00,1.3,0.16,79,75
584,2020-09-22 08:00:00,1.5,0.19,79,75
585,2020-09-22 09:00:00,1.4,0.17,79,75
586,2020-09-22 10:00:00,1.5,0.18,79,75
587,2020-09-22 11:00:00,1.6,0.2,79,75
588,2020-09-22 12:00:00,1.7,0.21,79,75
589,2020-09-22 13:00:00,2.1,0.26,79,75
590,2020-09-22 14:00:00,1.6,0.2,79,75
591,2020-09-22 15:00:00,1.6,0.2,79,75
592,2020-09-22 16:00:00,1.6,0.2,79,75
593,2020-09-22 17:00:00,1.4,0.17,79,75
594,2020-09-22 18:00:00,1.5,0.18,79,75
595,2020-09-22 19:00:00,1.4,0.17,79,75
596,2020-09-22 20:00:00,1.6,0.19,79,75
597,2020-09-22 21:00:00,1.6,0.19,79,75
598,2020-09-22 22:00:00,1.5,0.18,79,75
599,2020-09-22 23:00:00,1.3,0.15,79,75
600,2020-09-23 00:00:00,1.6,0.19,77,72
601,2020-09-23 01:00:00,1.0,0.12,77,72
602,2020-09-23 02:00:00,0.9,0.11,77,72
603,2020-09-23 03:00:00,1.0,0.12,77,72
604,2020-09-23 04:00:00,0.8,0.1,77,72
605,2020-09-23 05:00:00,1.0,0.12,77,72
606,2020-09-23 06:00:00,0.9,0.1,77,72
607,2020-09-23 07:00:00,1.0,0.12,77,72
608,2020-09-23 08:00:00,0.8,0.09,77,72
609,2020-09-23 09:00:00,1.7,0.2,77,72
610,2020-09-23 10:00:00,0.9,0.11,77,72
611,2020-09-23 11:00:00,1.4,0.17,77,72
612,2020-09-23 12:00:00,1.4,0.17,77,72
613,2020-09-23 13:00:00,1.4,0.17,77,72
614,2020-09-23 14:00:00,2.1,0.25,77,72
615,2020-09-23 15:00:00,1.8,0.21,77,72
616,2020-09-23 16:00:00,1.7,0.2,77,72
617,2020-09-23 17:00:00,1.7,0.2,77,72
618,2020-09-23 18:00:00,2.1,0.26,77,72
619,2020-09-23 19:00:00,1.6,0.19,77,72
620,2020-09-23 20:00:00,1.6,0.2,77,72
621,2020-09-23 21:00:00,1.6,0.19,77,72
622,2020-09-23 22:00:00,1.6,0.19,77,72
623,2020-09-23 23:00:00,2.0,0.25,77,72
624,2020-09-24 00:00:00,1.3,0.16,74,70
625,2020-09-24 01:00:00,1.2,0.15,74,70
626,2020-09-24 02:00:00,1.1,0.13,74,70
627,2020-09-24 03:00:00,1.5,0.18,74,70
628,2020-09-24 04:00:00,1.2,0.15,74,70
629,2020-09-24 05:00:00,1.0,0.13,74,70
630,2020-09-24 06:00:00,1.1,0.13,74,70
631,2020-09-24 07:00:00,1.1,0.13,74,70
632,2020-09-24 08:00:00,1.2,0.15,74,70
633,2020-09-24 09:00:00,1.6,0.19,74,70
634,2020-09-24 10:00:00,1.2,0.15,74,70
635,2020-09-24 11:00:00,1.5,0.18,74,70
636,2020-09-24 12:00:00,3.0,0.36,74,70
637,2020-09-24 13:00:00,2.3,0.27,74,70
638,2020-09-24 14:00:00,1.4,0.17,74,70
639,2020-09-24 15:00:00,1.5,0.18,74,70
640,2020-09-24 16:00:00,1.4,0.17,74,70
641,2020-09-24 17:00:00,1.4,0.17,74,70
642,2020-09-24 18:00:00,2.7,0.33,74,70
643,2020-09-24 19:00:00,1.4,0.17,74,70
644,2020-09-24 20:00:00,1.5,0.18,74,70
645,2020-09-24 21:00:00,1.5,0.17,74,70
646,2020-09-24 22:00:00,1.4,0.17,74,70
647,2020-09-24 23:00:00,2.7,0.32,74,70
648,2020-09-25 00:00:00,1.4,0.16,82,71
649,2020-09-25 01:00:00,1.2,0.15,82,71
650,2020-09-25 02:00:00,1.2,0.14,82,71
651,2020-09-25 03:00:00,1.1,0.14,82,71
652,2020-09-25 04:00:00,1.0,0.13,82,71
653,2020-09-25 05:00:00,1.0,0.13,82,71
654,2020-09-25 06:00:00,1.0,0.13,82,71
655,2020-09-25 07:00:00,0.9,0.11,82,71
656,2020-09-25 08:00:00,1.1,0.13,82,71
657,2020-09-25 09:00:00,1.4,0.17,82,71
658,2020-09-25 10:00:00,1.7,0.21,82,71
659,2020-09-25 11:00:00,1.5,0.19,82,71
660,2020-09-25 12:00:00,1.6,0.19,82,71
661,2020-09-25 13:00:00,1.8,0.21,82,71
662,2020-09-25 14:00:00,1.4,0.17,82,71
663,2020-09-25 15:00:00,1.8,0.22,82,71
664,2020-09-25 16:00:00,1.6,0.2,82,71
665,2020-09-25 17:00:00,1.6,0.19,82,71
666,2020-09-25 18:00:00,1.5,0.19,82,71
667,2020-09-25 19:00:00,1.5,0.18,82,71
668,2020-09-25 20:00:00,1.5,0.18,82,71
669,2020-09-25 21:00:00,2.5,0.3,82,71
670,2020-09-25 22:00:00,1.7,0.21,82,71
671,2020-09-25 23:00:00,1.5,0.19,82,71
672,2020-09-26 00:00:00,2.2,0.27,88,68
673,2020-09-26 01:00:00,1.4,0.16,88,68
674,2020-09-26 02:00:00,1.1,0.13,88,68
675,2020-09-26 03:00:00,1.1,0.13,88,68
676,2020-09-26 04:00:00,0.9,0.11,88,68
677,2020-09-26 05:00:00,0.8,0.1,88,68
678,2020-09-26 06:00:00,0.9,0.11,88,68
679,2020-09-26 07:00:00,0.7,0.09,88,68
680,2020-09-26 08:00:00,1.1,0.14,88,68
681,2020-09-26 09:00:00,1.4,0.17,88,68
682,2020-09-26 10:00:00,2.0,0.24,88,68
683,2020-09-26 11:00:00,1.4,0.17,88,68
684,2020-09-26 12:00:00,1.3,0.15,88,68
685,2020-09-26 13:00:00,1.4,0.17,88,68
686,2020-09-26 14:00:00,2.5,0.3,88,68
687,2020-09-26 15:00:00,3.3,0.4,88,68
688,2020-09-26 16:00:00,2.3,0.27,88,68
689,2020-09-26 17:00:00,2.5,0.3,88,68
690,2020-09-26 18:00:00,3.7,0.44,88,68
691,2020-09-26 19:00:00,2.4,0.29,88,68
692,2020-09-26 20:00:00,2.4,0.29,88,68
693,2020-09-26 21:00:00,2.3,0.28,88,68
694,2020-09-26 22:00:00,4.1,0.49,88,68
695,2020-09-26 23:00:00,2.3,0.27,88,68
696,2020-09-28 00:00:00,2.0,0.24,80,69
697,2020-09-28 01:00:00,1.6,0.19,80,69
698,2020-09-28 02:00:00,1.5,0.18,80,69
699,2020-09-28 03:00:00,1.3,0.15,80,69
700,2020-09-28 04:00:00,1.9,0.23,80,69
701,2020-09-28 05:00:00,1.2,0.15,80,69
702,2020-09-28 06:00:00,1.2,0.14,80,69
703,2020-09-28 07:00:00,1.2,0.14,80,69
704,2020-09-28 08:00:00,1.6,0.2,80,69
705,2020-09-28 09:00:00,1.6,0.19,80,69
706,2020-09-28 10:00:00,1.5,0.18,80,69
707,2020-09-28 11:00:00,1.6,0.19,80,69
708,2020-09-28 12:00:00,1.7,0.2,80,69
709,2020-09-28 13:00:00,1.6,0.19,80,69
710,2020-09-28 14:00:00,3.1,0.37,80,69
711,2020-09-28 15:00:00,2.6,0.31,80,69
712,2020-09-28 16:00:00,1.6,0.19,80,69
713,2020-09-28 17:00:00,1.6,0.19,80,69
714,2020-09-28 18:00:00,1.7,0.2,80,69
715,2020-09-28 19:00:00,2.1,0.26,80,69
716,2020-09-28 20:00:00,2.0,0.23,80,69
717,2020-09-28 21:00:00,2.4,0.29,80,69
718,2020-09-28 22:00:00,1.4,0.17,80,69
719,2020-09-28 23:00:00,1.2,0.14,80,69
720,2020-09-29 00:00:00,1.7,0.2,80,59
721,2020-09-29 01:00:00,1.2,0.15,80,59
722,2020-09-29 02:00:00,1.2,0.15,80,59
723,2020-09-29 03:00:00,1.2,0.14,80,59
724,2020-09-29 04:00:00,1.6,0.2,80,59
725,2020-09-29 05:00:00,0.8,0.1,80,59
726,2020-09-29 06:00:00,1.0,0.12,80,59
727,2020-09-29 07:00:00,0.6,0.07,80,59
728,2020-09-29 08:00:00,0.4,0.05,80,59
729,2020-09-29 09:00:00,1.3,0.15,80,59
730,2020-09-29 10:00:00,1.9,0.23,80,59
731,2020-09-29 11:00:00,1.6,0.19,80,59
732,2020-09-29 12:00:00,1.7,0.2,80,59
733,2020-09-29 13:00:00,1.6,0.2,80,59
734,2020-09-29 14:00:00,1.6,0.19,80,59
735,2020-09-29 15:00:00,1.5,0.19,80,59
736,2020-09-29 16:00:00,1.6,0.19,80,59
737,2020-09-29 17:00:00,1.5,0.18,80,59
738,2020-09-29 18:00:00,1.5,0.18,80,59
739,2020-09-29 19:00:00,1.5,0.19,80,59
740,2020-09-29 20:00:00,2.8,0.35,80,59
741,2020-09-29 21:00:00,1.9,0.23,80,59
742,2020-09-29 22:00:00,1.5,0.19,80,59
743,2020-09-29 23:00:00,1.4,0.17,80,59
744,2020-09-30 00:00:00,0.9,0.11,83,59
745,2020-09-30 01:00:00,0.9,0.11,83,59
746,2020-09-30 02:00:00,1.0,0.12,83,59
747,2020-09-30 03:00:00,1.0,0.13,83,59
748,2020-09-30 04:00:00,0.7,0.09,83,59
749,2020-09-30 05:00:00,0.6,0.07,83,59
750,2020-09-30 06:00:00,0.6,0.07,83,59
751,2020-09-30 07:00:00,0.7,0.08,83,59
752,2020-09-30 08:00:00,1.2,0.15,83,59
753,2020-09-30 09:00:00,1.5,0.19,83,59
754,2020-09-30 10:00:00,1.9,0.23,83,59
755,2020-09-30 11:00:00,2.1,0.26,83,59
756,2020-09-30 12:00:00,1.9,0.23,83,59
757,2020-09-30 13:00:00,1.7,0.2,83,59
758,2020-09-30 14:00:00,1.8,0.22,83,59
759,2020-09-30 15:00:00,1.6,0.19,83,59
760,2020-09-30 16:00:00,1.6,0.2,83,59
761,2020-09-30 17:00:00,1.7,0.2,83,59
762,2020-09-30 18:00:00,1.6,0.2,83,59
763,2020-09-30 19:00:00,2.0,0.25,83,59
764,2020-09-30 20:00:00,1.6,0.2,83,59
765,2020-09-30 21:00:00,1.6,0.19,83,59
766,2020-09-30 22:00:00,2.5,0.31,83,59
767,2020-09-30 23:00:00,1.9,0.23,83,59
768,2020-10-01 00:00:00,1.2,0.15,86,62
769,2020-10-01 01:00:00,1.2,0.15,86,62
770,2020-10-01 02:00:00,1.6,0.2,86,62
771,2020-10-01 03:00:00,0.9,0.11,86,62
772,2020-10-01 04:00:00,0.9,0.11,86,62
773,2020-10-01 05:00:00,0.8,0.1,86,62
774,2020-10-01 06:00:00,0.8,0.1,86,62
775,2020-10-01 07:00:00,0.7,0.08,86,62
776,2020-10-01 08:00:00,1.1,0.13,86,62
777,2020-10-01 09:00:00,1.7,0.21,86,62
778,2020-10-01 10:00:00,1.4,0.17,86,62
779,2020-10-01 11:00:00,1.8,0.22,86,62
780,2020-10-01 12:00:00,1.9,0.24,86,62
781,2020-10-01 13:00:00,1.2,0.15,86,62
782,2020-10-01 14:00:00,1.6,0.2,86,62
783,2020-10-01 15:00:00,1.7,0.21,86,62
784,2020-10-01 16:00:00,1.7,0.21,86,62
785,2020-10-01 17:00:00,1.8,0.22,86,62
786,2020-10-01 18:00:00,1.6,0.19,86,62
787,2020-10-01 19:00:00,3.5,0.42,86,62
788,2020-10-01 20:00:00,2.4,0.29,86,62
789,2020-10-01 21:00:00,1.6,0.2,86,62
790,2020-10-01 22:00:00,1.5,0.18,86,62
791,2020-10-01 23:00:00,1.5,0.18,86,62
792,2020-10-02 00:00:00,3.0,0.37,80,64
793,2020-10-02 01:00:00,2.6,0.32,80,64
794,2020-10-02 02:00:00,2.4,0.29,80,64
795,2020-10-02 03:00:00,2.4,0.29,80,64
796,2020-10-02 04:00:00,1.1,0.14,80,64
797,2020-10-02 05:00:00,1.1,0.13,80,64
798,2020-10-02 06:00:00,0.9,0.11,80,64
799,2020-10-02 07:00:00,0.9,0.11,80,64
800,2020-10-02 08:00:00,0.9,0.11,80,64
801,2020-10-02 09:00:00,1.2,0.14,80,64
802,2020-10-02 10:00:00,1.9,0.23,80,64
803,2020-10-02 11:00:00,1.7,0.21,80,64
804,2020-10-02 12:00:00,1.8,0.21,80,64
805,2020-10-02 13:00:00,1.8,0.22,80,64
806,2020-10-02 14:00:00,1.6,0.2,80,64
807,2020-10-02 15:00:00,2.4,0.29,80,64
808,2020-10-02 16:00:00,1.7,0.21,80,64
809,2020-10-02 17:00:00,1.8,0.22,80,64
810,2020-10-02 18:00:00,1.6,0.19,80,64
811,2020-10-02 19:00:00,1.6,0.2,80,64
812,2020-10-02 20:00:00,1.4,0.17,80,64
813,2020-10-02 21:00:00,1.4,0.17,80,64
814,2020-10-02 22:00:00,1.4,0.17,80,64
815,2020-10-02 23:00:00,1.3,0.16,80,64
816,2020-10-03 00:00:00,1.3,0.16,82,62
817,2020-10-03 01:00:00,1.3,0.16,82,62
818,2020-10-03 02:00:00,1.0,0.12,82,62
819,2020-10-03 03:00:00,0.8,0.1,82,62
820,2020-10-03 04:00:00,0.8,0.1,82,62
821,2020-10-03 05:00:00,0.8,0.1,82,62
822,2020-10-03 06:00:00,0.6,0.08,82,62
823,2020-10-03 07:00:00,0.8,0.1,82,62
824,2020-10-03 08:00:00,1.1,0.13,82,62
825,2020-10-03 09:00:00,1.3,0.16,82,62
826,2020-10-03 10:00:00,1.3,0.17,82,62
827,2020-10-03 11:00:00,1.8,0.22,82,62
828,2020-10-03 12:00:00,1.1,0.14,82,62
829,2020-10-03 13:00:00,1.8,0.22,82,62
830,2020-10-03 14:00:00,2.4,0.29,82,62
831,2020-10-03 15:00:00,1.6,0.19,82,62
832,2020-10-03 16:00:00,1.7,0.21,82,62
833,2020-10-03 17:00:00,1.7,0.21,82,62
834,2020-10-03 18:00:00,1.8,0.22,82,62
835,2020-10-03 19:00:00,1.8,0.22,82,62
836,2020-10-03 20:00:00,1.6,0.2,82,62
837,2020-10-03 21:00:00,1.6,0.19,82,62
838,2020-10-03 22:00:00,2.3,0.28,82,62
839,2020-10-03 23:00:00,1.6,0.2,82,62
840,2020-10-05 00:00:00,1.9,0.23,79,68
841,2020-10-05 01:00:00,1.5,0.18,79,68
842,2020-10-05 02:00:00,1.4,0.16,79,68
843,2020-10-05 03:00:00,1.3,0.16,79,68
844,2020-10-05 04:00:00,1.2,0.15,79,68
845,2020-10-05 05:00:00,1.2,0.15,79,68
846,2020-10-05 06:00:00,1.2,0.14,79,68
847,2020-10-05 07:00:00,1.6,0.2,79,68
848,2020-10-05 08:00:00,1.3,0.16,79,68
849,2020-10-05 09:00:00,1.5,0.18,79,68
850,2020-10-05 10:00:00,1.4,0.17,79,68
851,2020-10-05 11:00:00,1.1,0.14,79,68
852,2020-10-05 12:00:00,2.2,0.26,79,68
853,2020-10-05 13:00:00,1.6,0.19,79,68
854,2020-10-05 14:00:00,3.2,0.39,79,68
855,2020-10-05 15:00:00,1.8,0.21,79,68
856,2020-10-05 16:00:00,2.2,0.27,79,68
857,2020-10-05 17:00:00,1.8,0.22,79,68
858,2020-10-05 18:00:00,1.5,0.18,79,68
859,2020-10-05 19:00:00,1.6,0.19,79,68
860,2020-10-05 20:00:00,2.3,0.28,79,68
861,2020-10-05 21:00:00,3.9,0.47,79,68
862,2020-10-05 22:00:00,2.2,0.26,79,68
863,2020-10-05 23:00:00,2.1,0.25,79,68
864,2020-10-06 00:00:00,1.5,0.18,84,67
865,2020-10-06 01:00:00,1.3,0.15,84,67
866,2020-10-06 02:00:00,1.2,0.15,84,67
867,2020-10-06 03:00:00,1.2,0.15,84,67
868,2020-10-06 04:00:00,1.2,0.14,84,67
869,2020-10-06 05:00:00,1.6,0.2,84,67
870,2020-10-06 06:00:00,0.9,0.11,84,67
871,2020-10-06 07:00:00,0.9,0.1,84,67
872,2020-10-06 08:00:00,1.3,0.15,84,67
873,2020-10-06 09:00:00,1.9,0.23,84,67
874,2020-10-06 10:00:00,2.3,0.28,84,67
875,2020-10-06 11:00:00,2.6,0.31,84,67
876,2020-10-06 12:00:00,1.5,0.19,84,67
877,2020-10-06 13:00:00,1.7,0.2,84,67
878,2020-10-06 14:00:00,1.6,0.2,84,67
879,2020-10-06 15:00:00,1.6,0.19,84,67
880,2020-10-06 16:00:00,1.6,0.19,84,67
881,2020-10-06 17:00:00,1.6,0.2,84,67
882,2020-10-06 18:00:00,2.4,0.29,84,67
883,2020-10-06 19:00:00,4.6,0.56,84,67
884,2020-10-06 20:00:00,3.2,0.39,84,67
885,2020-10-06 21:00:00,2.2,0.27,84,67
886,2020-10-06 22:00:00,3.0,0.37,84,67
887,2020-10-06 23:00:00,2.8,0.34,84,67
888,2020-10-07 00:00:00,1.5,0.18,85,65
889,2020-10-07 01:00:00,1.2,0.15,85,65
890,2020-10-07 02:00:00,1.1,0.14,85,65
891,2020-10-07 03:00:00,1.1,0.13,85,65
892,2020-10-07 04:00:00,1.1,0.13,85,65
893,2020-10-07 05:00:00,0.9,0.11,85,65
894,2020-10-07 06:00:00,1.4,0.17,85,65
895,2020-10-07 07:00:00,0.9,0.1,85,65
896,2020-10-07 08:00:00,0.8,0.09,85,65
897,2020-10-07 09:00:00,1.0,0.13,85,65
898,2020-10-07 10:00:00,1.3,0.16,85,65
899,2020-10-07 11:00:00,1.6,0.19,85,65
900,2020-10-07 12:00:00,2.3,0.28,85,65
901,2020-10-07 13:00:00,1.9,0.23,85,65
902,2020-10-07 14:00:00,1.7,0.2,85,65
903,2020-10-07 15:00:00,1.9,0.23,85,65
904,2020-10-07 16:00:00,1.9,0.22,85,65
905,2020-10-07 17:00:00,3.0,0.37,85,65
906,2020-10-07 18:00:00,2.1,0.25,85,65
907,2020-10-07 19:00:00,1.7,0.2,85,65
908,2020-10-07 20:00:00,1.8,0.21,85,65
909,2020-10-07 21:00:00,1.7,0.2,85,65
910,2020-10-07 22:00:00,1.9,0.23,85,65
911,2020-10-07 23:00:00,1.6,0.19,85,65
912,2020-10-08 00:00:00,2.0,0.25,83,75
913,2020-10-08 01:00:00,1.5,0.19,83,75
914,2020-10-08 02:00:00,1.3,0.16,83,75
915,2020-10-08 03:00:00,1.4,0.17,83,75
916,2020-10-08 04:00:00,1.3,0.15,83,75
917,2020-10-08 05:00:00,1.2,0.15,83,75
918,2020-10-08 06:00:00,1.1,0.14,83,75
919,2020-10-08 07:00:00,1.1,0.13,83,75
920,2020-10-08 08:00:00,1.6,0.2,83,75
921,2020-10-08 09:00:00,0.9,0.1,83,75
922,2020-10-08 10:00:00,1.2,0.15,83,75
923,2020-10-08 11:00:00,1.5,0.18,83,75
924,2020-10-08 12:00:00,1.3,0.16,83,75
925,2020-10-08 13:00:00,1.6,0.19,83,75
926,2020-10-08 14:00:00,2.1,0.26,83,75
927,2020-10-08 15:00:00,1.7,0.2,83,75
928,2020-10-08 16:00:00,1.7,0.2,83,75
929,2020-10-08 17:00:00,1.6,0.2,83,75
930,2020-10-08 18:00:00,1.7,0.2,83,75
931,2020-10-08 19:00:00,1.6,0.2,83,75
932,2020-10-08 20:00:00,1.6,0.19,83,75
933,2020-10-08 21:00:00,1.6,0.2,83,75
934,2020-10-08 22:00:00,1.5,0.19,83,75
935,2020-10-08 23:00:00,2.1,0.26,83,75
936,2020-10-09 00:00:00,1.9,0.24,78,75
937,2020-10-09 01:00:00,1.8,0.22,78,75
938,2020-10-09 02:00:00,1.6,0.19,78,75
939,2020-10-09 03:00:00,1.3,0.16,78,75
940,2020-10-09 04:00:00,1.3,0.15,78,75
941,2020-10-09 05:00:00,1.2,0.14,78,75
942,2020-10-09 06:00:00,1.2,0.14,78,75
943,2020-10-09 07:00:00,1.1,0.14,78,75
944,2020-10-09 08:00:00,1.5,0.18,78,75
945,2020-10-09 09:00:00,1.3,0.15,78,75
946,2020-10-09 10:00:00,1.4,0.17,78,75
947,2020-10-09 11:00:00,1.6,0.2,78,75
948,2020-10-09 12:00:00,1.5,0.19,78,75
949,2020-10-09 13:00:00,2.1,0.25,78,75
950,2020-10-09 14:00:00,1.6,0.2,78,75
951,2020-10-09 15:00:00,2.1,0.25,78,75
952,2020-10-09 16:00:00,1.6,0.2,78,75
953,2020-10-09 17:00:00,1.4,0.18,78,75
954,2020-10-09 18:00:00,1.5,0.18,78,75
955,2020-10-09 19:00:00,2.3,0.27,78,75
956,2020-10-09 20:00:00,3.2,0.39,78,75
957,2020-10-09 21:00:00,2.9,0.35,78,75
958,2020-10-09 22:00:00,3.5,0.43,78,75
959,2020-10-09 23:00:00,1.7,0.21,78,75
960,2020-10-10 00:00:00,2.1,0.25,86,68
961,2020-10-10 01:00:00,1.6,0.19,86,68
962,2020-10-10 02:00:00,1.2,0.15,86,68
963,2020-10-10 03:00:00,1.2,0.15,86,68
964,2020-10-10 04:00:00,1.1,0.13,86,68
965,2020-10-10 05:00:00,1.6,0.2,86,68
966,2020-10-10 06:00:00,1.1,0.13,86,68
967,2020-10-10 07:00:00,1.1,0.14,86,68
968,2020-10-10 08:00:00,1.3,0.15,86,68
969,2020-10-10 09:00:00,1.7,0.2,86,68
970,2020-10-10 10:00:00,1.8,0.21,86,68
971,2020-10-10 11:00:00,2.0,0.24,86,68
972,2020-10-10 12:00:00,2.2,0.27,86,68
973,2020-10-10 13:00:00,1.6,0.19,86,68
974,2020-10-10 14:00:00,1.9,0.22,86,68
975,2020-10-10 15:00:00,2.9,0.35,86,68
976,2020-10-10 16:00:00,1.8,0.21,86,68
977,2020-10-10 17:00:00,3.2,0.39,86,68
978,2020-10-10 18:00:00,2.8,0.34,86,68
979,2020-10-10 19:00:00,5.3,0.64,86,68
980,2020-10-10 20:00:00,3.1,0.37,86,68
981,2020-10-10 21:00:00,2.4,0.29,86,68
982,2020-10-10 22:00:00,2.4,0.29,86,68
983,2020-10-10 23:00:00,2.2,0.26,86,68
984,2020-10-12 00:00:00,1.7,0.21,89,76
985,2020-10-12 01:00:00,1.6,0.19,89,76
986,2020-10-12 02:00:00,1.6,0.19,89,76
987,2020-10-12 03:00:00,1.7,0.2,89,76
988,2020-10-12 04:00:00,1.4,0.17,89,76
989,2020-10-12 05:00:00,1.3,0.15,89,76
990,2020-10-12 06:00:00,1.2,0.15,89,76
991,2020-10-12 07:00:00,1.2,0.14,89,76
992,2020-10-12 08:00:00,1.2,0.15,89,76
993,2020-10-12 09:00:00,1.6,0.19,89,76
994,2020-10-12 10:00:00,2.7,0.33,89,76
995,2020-10-12 11:00:00,2.0,0.24,89,76
996,2020-10-12 12:00:00,1.7,0.21,89,76
997,2020-10-12 13:00:00,1.8,0.21,89,76
998,2020-10-12 14:00:00,1.5,0.17,89,76
999,2020-10-12 15:00:00,1.8,0.21,89,76
1000,2020-10-12 16:00:00,2.9,0.35,89,76
1001,2020-10-12 17:00:00,2.8,0.33,89,76
1002,2020-10-12 18:00:00,1.7,0.21,89,76
1003,2020-10-12 19:00:00,1.9,0.23,89,76
1004,2020-10-12 20:00:00,3.3,0.4,89,76
1005,2020-10-12 21:00:00,2.3,0.28,89,76
1006,2020-10-12 22:00:00,2.5,0.3,89,76
1007,2020-10-12 23:00:00,2.2,0.26,89,76
1008,2020-10-13 00:00:00,2.0,0.25,85,72
1009,2020-10-13 01:00:00,1.7,0.2,85,72
1010,2020-10-13 02:00:00,1.4,0.16,85,72
1011,2020-10-13 03:00:00,1.3,0.16,85,72
1012,2020-10-13 04:00:00,1.2,0.15,85,72
1013,2020-10-13 05:00:00,1.3,0.15,85,72
1014,2020-10-13 06:00:00,1.3,0.15,85,72
1015,2020-10-13 07:00:00,1.2,0.14,85,72
1016,2020-10-13 08:00:00,1.4,0.17,85,72
1017,2020-10-13 09:00:00,1.5,0.17,85,72
1018,2020-10-13 10:00:00,1.8,0.22,85,72
1019,2020-10-13 11:00:00,1.8,0.21,85,72
1020,2020-10-13 12:00:00,1.7,0.2,85,72
1021,2020-10-13 13:00:00,1.8,0.21,85,72
1022,2020-10-13 14:00:00,3.0,0.36,85,72
1023,2020-10-13 15:00:00,1.9,0.23,85,72
1024,2020-10-13 16:00:00,1.8,0.21,85,72
1025,2020-10-13 17:00:00,1.9,0.23,85,72
1026,2020-10-13 18:00:00,2.0,0.24,85,72
1027,2020-10-13 19:00:00,5.5,0.66,85,72
1028,2020-10-13 20:00:00,3.3,0.4,85,72
1029,2020-10-13 21:00:00,1.9,0.23,85,72
1030,2020-10-13 22:00:00,1.8,0.21,85,72
1031,2020-10-13 23:00:00,2.1,0.26,85,72
