Date,Usage (kWh),Cost ($),Hi,Low
8/25/2020 0:00,1.1,0.13,94,79
8/25/2020 1:00,1.2,0.14,94,79
8/25/2020 2:00,1,0.12,94,79
8/25/2020 3:00,1,0.12,94,79
8/25/2020 4:00,1.5,0.18,94,79
8/25/2020 5:00,1,0.11,94,79
8/25/2020 6:00,1,0.12,94,79
8/25/2020 7:00,0.9,0.11,94,79
8/25/2020 8:00,1.1,0.12,94,79
8/25/2020 9:00,1.4,0.16,94,79
8/25/2020 10:00,1.7,0.2,94,79
8/25/2020 11:00,1.9,0.22,94,79
8/25/2020 12:00,1.6,0.19,94,79
8/25/2020 13:00,2.2,0.26,94,79
8/25/2020 14:00,1.7,0.2,94,79
8/25/2020 15:00,1.7,0.2,94,79
8/25/2020 16:00,1.7,0.2,94,79
8/25/2020 17:00,1.7,0.2,94,79
8/25/2020 18:00,1.7,0.2,94,79
8/25/2020 19:00,1.7,0.2,94,79
8/25/2020 20:00,1.7,0.2,94,79
8/25/2020 21:00,1.7,0.2,94,79
8/25/2020 22:00,1.7,0.2,94,79
8/25/2020 23:00,1.7,0.19,94,79
8/26/2020 0:00,1.3,0.15,94,80
8/26/2020 1:00,1.2,0.14,94,80
8/26/2020 2:00,1.1,0.13,94,80
8/26/2020 3:00,1,0.12,94,80
8/26/2020 4:00,1,0.12,94,80
8/26/2020 5:00,1,0.12,94,80
8/26/2020 6:00,0.9,0.11,94,80
8/26/2020 7:00,0.9,0.1,94,80
8/26/2020 8:00,1.4,0.16,94,80
8/26/2020 9:00,1,0.12,94,80
8/26/2020 10:00,1.5,0.18,94,80
8/26/2020 11:00,1.7,0.2,94,80
8/26/2020 12:00,1.7,0.2,94,80
8/26/2020 13:00,1.7,0.2,94,80
8/26/2020 14:00,1.7,0.2,94,80
8/26/2020 15:00,1.7,0.2,94,80
8/26/2020 16:00,1.7,0.2,94,80
8/26/2020 17:00,2.2,0.25,94,80
8/26/2020 18:00,1.7,0.2,94,80
8/26/2020 19:00,1.4,0.16,94,80
8/26/2020 20:00,1.2,0.14,94,80
8/26/2020 21:00,1.1,0.13,94,80
8/26/2020 22:00,1.1,0.13,94,80
8/26/2020 23:00,1,0.11,94,80
8/27/2020 0:00,1,0.12,92,78
8/27/2020 1:00,1,0.12,92,78
8/27/2020 2:00,1.4,0.16,92,78
8/27/2020 3:00,0.8,0.1,92,78
8/27/2020 4:00,0.8,0.1,92,78
8/27/2020 5:00,0.9,0.1,92,78
8/27/2020 6:00,0.8,0.1,92,78
8/27/2020 7:00,0.8,0.1,92,78
8/27/2020 8:00,0.9,0.11,92,78
8/27/2020 9:00,1.6,0.19,92,78
8/27/2020 10:00,1.7,0.2,92,78
8/27/2020 11:00,2.2,0.25,92,78
8/27/2020 12:00,1.7,0.2,92,78
8/27/2020 13:00,1.7,0.2,92,78
8/27/2020 14:00,1.7,0.2,92,78
8/27/2020 15:00,1.7,0.2,92,78
8/27/2020 16:00,1.7,0.2,92,78
8/27/2020 17:00,1.7,0.2,92,78
8/27/2020 18:00,1.7,0.2,92,78
8/27/2020 19:00,1.7,0.2,92,78
8/27/2020 20:00,1.8,0.21,92,78
8/27/2020 21:00,2.2,0.26,92,78
8/27/2020 22:00,1.7,0.2,92,78
8/27/2020 23:00,1.5,0.18,92,78
8/28/2020 0:00,1.4,0.16,95,83
8/28/2020 1:00,1.2,0.15,95,83
8/28/2020 2:00,1,0.12,95,83
8/28/2020 3:00,1.1,0.13,95,83
8/28/2020 4:00,1.1,0.13,95,83
8/28/2020 5:00,1,0.11,95,83
8/28/2020 6:00,1.6,0.19,95,83
8/28/2020 7:00,1,0.12,95,83
8/28/2020 8:00,1.4,0.16,95,83
8/28/2020 9:00,1.7,0.2,95,83
8/28/2020 10:00,1.7,0.2,95,83
8/28/2020 11:00,1.7,0.2,95,83
8/28/2020 12:00,1.7,0.2,95,83
8/28/2020 13:00,1.7,0.2,95,83
8/28/2020 14:00,1.7,0.2,95,83
8/28/2020 15:00,1.7,0.2,95,83
8/28/2020 16:00,2.2,0.26,95,83
8/28/2020 17:00,1.7,0.2,95,83
8/28/2020 18:00,1.7,0.2,95,83
8/28/2020 19:00,1.9,0.22,95,83
8/28/2020 20:00,1.8,0.21,95,83
8/28/2020 21:00,1.8,0.21,95,83
