Date,Usage (kWh),Cost ($),Hi,Low
2020-11-02 00:00:00,1.0,0.13,72,51
2020-11-02 01:00:00,1.1,0.14,72,51
2020-11-02 02:00:00,0.6,0.08,72,51
2020-11-02 03:00:00,0.6,0.08,72,51
2020-11-02 04:00:00,0.4,0.06,72,51
2020-11-02 05:00:00,0.5,0.06,72,51
2020-11-02 06:00:00,0.4,0.06,72,51
2020-11-02 07:00:00,1.3,0.16,72,51
2020-11-02 08:00:00,1.0,0.12,72,51
2020-11-02 09:00:00,0.8,0.1,72,51
2020-11-02 10:00:00,0.5,0.06,72,51
2020-11-02 11:00:00,1.1,0.14,72,51
2020-11-02 12:00:00,1.2,0.15,72,51
2020-11-02 13:00:00,2.3,0.29,72,51
2020-11-02 14:00:00,1.1,0.14,72,51
2020-11-02 15:00:00,3.0,0.38,72,51
2020-11-02 16:00:00,0.9,0.12,72,51
2020-11-02 17:00:00,0.6,0.08,72,51
2020-11-02 18:00:00,1.1,0.14,72,51
2020-11-02 19:00:00,1.8,0.23,72,51
2020-11-02 20:00:00,0.9,0.11,72,51
2020-11-02 21:00:00,0.7,0.09,72,51
2020-11-02 22:00:00,0.7,0.08,72,51
2020-11-02 23:00:00,0.6,0.07,72,51
2020-11-03 00:00:00,0.5,0.06,75,48
2020-11-03 01:00:00,0.4,0.06,75,48
2020-11-03 02:00:00,0.4,0.06,75,48
2020-11-03 03:00:00,0.5,0.06,75,48
2020-11-03 04:00:00,0.4,0.06,75,48
2020-11-03 05:00:00,0.9,0.12,75,48
2020-11-03 06:00:00,0.4,0.06,75,48
2020-11-03 07:00:00,0.4,0.06,75,48
2020-11-03 08:00:00,0.4,0.06,75,48
2020-11-03 09:00:00,1.1,0.13,75,48
2020-11-03 10:00:00,0.7,0.09,75,48
2020-11-03 11:00:00,0.9,0.11,75,48
2020-11-03 12:00:00,0.5,0.06,75,48
2020-11-03 13:00:00,0.5,0.06,75,48
2020-11-03 14:00:00,0.6,0.08,75,48
2020-11-03 15:00:00,0.8,0.1,75,48
2020-11-03 16:00:00,0.7,0.09,75,48
2020-11-03 17:00:00,1.8,0.23,75,48
2020-11-03 18:00:00,1.8,0.22,75,48
2020-11-03 19:00:00,2.8,0.36,75,48
2020-11-03 20:00:00,1.8,0.22,75,48
2020-11-03 21:00:00,0.9,0.12,75,48
2020-11-03 22:00:00,3.7,0.47,75,48
2020-11-03 23:00:00,1.5,0.19,75,48
2020-11-04 00:00:00,0.7,0.08,78,51
2020-11-04 01:00:00,0.5,0.06,78,51
2020-11-04 02:00:00,1.0,0.12,78,51
2020-11-04 03:00:00,0.5,0.06,78,51
2020-11-04 04:00:00,0.5,0.06,78,51
2020-11-04 05:00:00,0.5,0.06,78,51
2020-11-04 06:00:00,0.5,0.06,78,51
2020-11-04 07:00:00,0.5,0.06,78,51
2020-11-04 08:00:00,1.9,0.24,78,51
2020-11-04 09:00:00,1.6,0.2,78,51
2020-11-04 10:00:00,1.5,0.19,78,51
2020-11-04 11:00:00,2.3,0.28,78,51
2020-11-04 12:00:00,2.5,0.31,78,51
2020-11-04 13:00:00,2.5,0.32,78,51
2020-11-04 14:00:00,2.3,0.28,78,51
2020-11-04 15:00:00,2.0,0.25,78,51
2020-11-04 16:00:00,2.2,0.27,78,51
2020-11-04 17:00:00,1.2,0.15,78,51
2020-11-04 18:00:00,0.8,0.1,78,51
2020-11-04 19:00:00,1.5,0.18,78,51
2020-11-04 20:00:00,1.7,0.21,78,51
2020-11-04 21:00:00,0.9,0.12,78,51
2020-11-04 22:00:00,0.8,0.1,78,51
2020-11-04 23:00:00,0.5,0.07,78,51
2020-11-05 00:00:00,0.5,0.06,78,62
2020-11-05 01:00:00,0.5,0.06,78,62
2020-11-05 02:00:00,0.6,0.07,78,62
2020-11-05 03:00:00,1.0,0.13,78,62
2020-11-05 04:00:00,0.5,0.06,78,62
2020-11-05 05:00:00,0.5,0.06,78,62
2020-11-05 06:00:00,0.5,0.06,78,62
2020-11-05 07:00:00,1.2,0.15,78,62
2020-11-05 08:00:00,0.9,0.11,78,62
2020-11-05 09:00:00,0.7,0.09,78,62
2020-11-05 10:00:00,0.7,0.09,78,62
2020-11-05 11:00:00,0.7,0.09,78,62
2020-11-05 12:00:00,1.9,0.23,78,62
2020-11-05 13:00:00,2.8,0.35,78,62
2020-11-05 14:00:00,2.1,0.26,78,62
2020-11-05 15:00:00,1.8,0.22,78,62
2020-11-05 16:00:00,1.5,0.18,78,62
2020-11-05 17:00:00,1.4,0.18,78,62
2020-11-05 18:00:00,1.6,0.2,78,62
2020-11-05 19:00:00,1.5,0.18,78,62
2020-11-05 20:00:00,1.9,0.24,78,62
2020-11-05 21:00:00,1.2,0.14,78,62
2020-11-05 22:00:00,1.1,0.14,78,62
2020-11-05 23:00:00,2.9,0.35,78,62
2020-11-06 00:00:00,2.2,0.27,78,58
2020-11-06 01:00:00,0.6,0.07,78,58
2020-11-06 02:00:00,0.5,0.06,78,58
2020-11-06 03:00:00,0.5,0.06,78,58
2020-11-06 04:00:00,0.5,0.06,78,58
2020-11-06 05:00:00,0.5,0.06,78,58
2020-11-06 06:00:00,0.5,0.06,78,58
2020-11-06 07:00:00,1.0,0.13,78,58
2020-11-06 08:00:00,1.3,0.16,78,58
2020-11-06 09:00:00,1.3,0.16,78,58
2020-11-06 10:00:00,1.2,0.15,78,58
2020-11-06 11:00:00,1.2,0.15,78,58
2020-11-06 12:00:00,1.1,0.13,78,58
2020-11-06 13:00:00,1.0,0.13,78,58
2020-11-06 14:00:00,1.0,0.13,78,58
2020-11-06 15:00:00,2.8,0.34,78,58
2020-11-06 16:00:00,1.2,0.15,78,58
2020-11-06 17:00:00,1.0,0.13,78,58
2020-11-06 18:00:00,2.1,0.26,78,58
2020-11-06 19:00:00,2.3,0.29,78,58
2020-11-06 20:00:00,1.5,0.19,78,58
2020-11-06 21:00:00,1.1,0.14,78,58
2020-11-06 22:00:00,0.8,0.1,78,58
2020-11-06 23:00:00,0.7,0.09,78,58
2020-11-07 00:00:00,0.7,0.09,81,58
2020-11-07 01:00:00,0.6,0.07,81,58
2020-11-07 02:00:00,0.7,0.09,81,58
2020-11-07 03:00:00,0.6,0.07,81,58
2020-11-07 04:00:00,1.2,0.15,81,58
2020-11-07 05:00:00,0.6,0.07,81,58
2020-11-07 06:00:00,0.6,0.07,81,58
2020-11-07 07:00:00,1.0,0.12,81,58
2020-11-07 08:00:00,1.1,0.14,81,58
2020-11-07 09:00:00,1.7,0.21,81,58
2020-11-07 10:00:00,1.8,0.22,81,58
2020-11-07 11:00:00,1.5,0.18,81,58
2020-11-07 12:00:00,1.6,0.19,81,58
